API,constrinf,constrinf_2,neuri,symbolic,constrinf,constrinf_2,neuri,symbolic
torch.Tensor.neg.models,37970.0,36900.0,36981.0,36850.0,1101.0,1495.0,67.0,9382.0
torch.Tensor.neg_.models,38050.0,37518.0,37634.0,36859.0,844.0,1329.0,67.0,9310.0
torch.Tensor.new_full.models,37971.0,0.0,37945.0,36856.0,272.0,0.0,175.0,10517.0
torch.Tensor.new_ones.models,37931.0,,37836.0,36852.0,218.0,,88.0,8862.0
torch.Tensor.new_zeros.models,37996.0,,37816.0,36861.0,239.0,,147.0,10861.0
torch.Tensor.nonzero.models,38162.0,37613.0,36940.0,36849.0,666.0,440.0,93.0,9190.0
torch.Tensor.norm.models,38192.0,37570.0,36948.0,36829.0,897.0,828.0,78.0,9030.0
torch.Tensor.permute.models,38315.0,,37912.0,36855.0,687.0,,450.0,9905.0
torch.Tensor.polygamma_.models,37981.0,37561.0,37701.0,36859.0,40.0,166.0,65.0,9414.0
torch.Tensor.pow.models,38150.0,37961.0,38087.0,36808.0,1193.0,1789.0,36.0,10006.0
torch.Tensor.pow_.models,37977.0,37585.0,37997.0,36855.0,1166.0,1867.0,34.0,8774.0
torch.Tensor.prod.models,38082.0,37549.0,37742.0,36865.0,909.0,1078.0,170.0,8472.0
torch.Tensor.ravel.models,38083.0,37608.0,37692.0,36848.0,864.0,759.0,66.0,9446.0
torch.Tensor.reciprocal.models,37941.0,36935.0,36966.0,36856.0,1090.0,1496.0,74.0,8772.0
torch.Tensor.reciprocal_.models,38077.0,37500.0,37629.0,36851.0,910.0,1934.0,79.0,9690.0
torch.Tensor.relu.models,37967.0,36921.0,36937.0,36857.0,1155.0,1704.0,69.0,10254.0
torch.Tensor.relu_.models,37975.0,37526.0,37610.0,36847.0,1121.0,1471.0,60.0,9808.0
torch.Tensor.remainder_.models,38148.0,,36935.0,36841.0,740.0,,50.0,9361.0
torch.Tensor.repeat.models,37692.0,,37819.0,36850.0,5.0,,126.0,9609.0
torch.Tensor.reshape.models,38195.0,,37859.0,37847.0,513.0,,26.0,21.0
torch.Tensor.reshape_as.models,38271.0,38060.0,38059.0,36862.0,603.0,198.0,42.0,8517.0
torch.Tensor.resolve_conj.models,38038.0,37495.0,37650.0,36861.0,795.0,1198.0,937.0,8257.0
torch.Tensor.rot90.models,38267.0,,36945.0,36858.0,762.0,,74.0,8583.0
torch.Tensor.round.models,37930.0,36901.0,36953.0,36856.0,1102.0,1887.0,130.0,9929.0
torch.Tensor.round_.models,38054.0,37508.0,37623.0,36861.0,986.0,1218.0,94.0,8712.0
torch.Tensor.rsqrt.models,37957.0,36935.0,36954.0,36848.0,1041.0,1439.0,76.0,9158.0
torch.Tensor.rsqrt_.models,38014.0,37470.0,37634.0,36842.0,1229.0,340.0,67.0,9221.0
torch.Tensor.scatter_.models,38213.0,,36942.0,36855.0,678.0,,56.0,10337.0
torch.Tensor.scatter_add_.models,38109.0,,36953.0,36842.0,601.0,,70.0,9199.0
torch.Tensor.scatter_reduce_.models,38151.0,,37706.0,36861.0,626.0,,31.0,9850.0
torch.Tensor.sigmoid.models,38044.0,36912.0,36955.0,36844.0,839.0,1307.0,73.0,9218.0
torch.Tensor.sigmoid_.models,38083.0,37494.0,37620.0,36853.0,994.0,219.0,58.0,7674.0
torch.Tensor.sign.models,37549.0,37544.0,37602.0,36853.0,1016.0,1429.0,30.0,8493.0
torch.Tensor.sign_.models,37912.0,37525.0,36944.0,36862.0,1145.0,1558.0,49.0,9830.0
torch.Tensor.sin.models,38041.0,36929.0,36931.0,36858.0,869.0,872.0,26.0,8895.0
torch.Tensor.sin_.models,38065.0,37384.0,37619.0,36864.0,1365.0,2029.0,69.0,10438.0
torch.Tensor.sinh.models,37941.0,36927.0,36969.0,36855.0,1084.0,1398.0,85.0,8789.0
torch.Tensor.sinh_.models,37882.0,37505.0,37633.0,36862.0,1061.0,1740.0,86.0,8791.0
torch.Tensor.softmax.models,38050.0,,36926.0,36859.0,1204.0,,52.0,9248.0
torch.Tensor.sort.models,38013.0,37629.0,37764.0,36863.0,1056.0,2233.0,21.0,9978.0
torch.Tensor.sqrt.models,37939.0,36923.0,36960.0,36864.0,1159.0,1433.0,176.0,9298.0
torch.Tensor.sqrt_.models,38041.0,37516.0,37627.0,36867.0,1294.0,1926.0,70.0,9926.0
torch.Tensor.squeeze.models,38119.0,37618.0,37817.0,37764.0,989.0,1685.0,418.0,9335.0
torch.Tensor.squeeze_.models,37626.0,37535.0,37639.0,36864.0,1062.0,1477.0,58.0,8713.0
torch.Tensor.sub.models,38252.0,37424.0,37487.0,36848.0,990.0,1626.0,68.0,8907.0
torch.Tensor.sub_.models,38416.0,,38411.0,36862.0,706.0,,135.0,10713.0
torch.Tensor.sum.models,38038.0,37645.0,37933.0,37907.0,1164.0,1550.0,84.0,87.0
torch.Tensor.swapaxes_.models,38145.0,37552.0,37711.0,36851.0,1122.0,2047.0,64.0,9335.0
torch.Tensor.swapdims_.models,38234.0,37670.0,37730.0,36847.0,1226.0,2396.0,68.0,10421.0
torch.Tensor.t.models,38183.0,37290.0,37742.0,36836.0,711.0,439.0,77.0,7159.0
torch.Tensor.t_.models,38087.0,37185.0,36934.0,36857.0,684.0,666.0,83.0,8818.0
torch.Tensor.tan.models,37569.0,36930.0,36945.0,36863.0,1019.0,1300.0,91.0,8967.0
torch.Tensor.tan_.models,37968.0,37506.0,37618.0,36835.0,1115.0,943.0,45.0,9025.0
torch.Tensor.tanh.models,37950.0,36918.0,36928.0,36860.0,1137.0,1428.0,44.0,9856.0
torch.Tensor.tanh_.models,37977.0,37496.0,37626.0,36855.0,1234.0,2072.0,123.0,9220.0
torch.Tensor.true_divide_.models,38407.0,38202.0,38042.0,36802.0,857.0,1472.0,146.0,9022.0
torch.Tensor.trunc_.models,37933.0,37517.0,37631.0,36860.0,1110.0,1310.0,78.0,8907.0
torch.Tensor.xlogy_.models,38415.0,38177.0,37661.0,36863.0,696.0,216.0,64.0,8723.0
torch._C._fft.fft_fft.models,38286.0,37737.0,37867.0,36858.0,1691.0,4546.0,160.0,20870.0
torch._C._fft.fft_fft2.models,38367.0,,37930.0,36862.0,1337.0,,126.0,20863.0
torch._C._fft.fft_fftn.models,0.0,37806.0,37945.0,0.0,1633.0,12.0,134.0,21374.0
torch._C._fft.fft_fftshift.models,38050.0,,37858.0,36851.0,1155.0,,83.0,9705.0
torch._C._fft.fft_hfft.models,38245.0,,37921.0,36859.0,1091.0,,111.0,18457.0
torch._C._fft.fft_hfft2.models,38042.0,,37996.0,36864.0,1035.0,,250.0,20941.0
torch._C._fft.fft_hfftn.models,38231.0,37683.0,38021.0,0.0,1605.0,953.0,209.0,21278.0
torch._C._fft.fft_ifft.models,38381.0,,37923.0,36861.0,1480.0,,113.0,18306.0
torch._C._fft.fft_ifft2.models,33564.0,37925.0,37946.0,36841.0,1.0,23.0,110.0,18130.0
torch._C._fft.fft_ihfftn.models,38187.0,37713.0,37951.0,36860.0,1152.0,1296.0,127.0,15675.0
torch._C._fft.fft_irfft.models,38236.0,,37856.0,36829.0,1419.0,,178.0,19038.0
torch._C._linalg.linalg_matrix_norm.models,38138.0,31976.0,37896.0,36844.0,411.0,33.0,61.0,10340.0
torch._C._linalg.linalg_matrix_power.models,38465.0,38154.0,37737.0,36858.0,570.0,330.0,64.0,10417.0
torch._C._linalg.linalg_matrix_rank.models,38310.0,37896.0,36951.0,36864.0,569.0,9.0,120.0,30188.0
torch._C._linalg.linalg_pinv.models,38437.0,38156.0,37858.0,36857.0,387.0,19.0,211.0,20469.0
torch._C._nn.softshrink.models,38149.0,37575.0,37697.0,36861.0,1993.0,737.0,110.0,20924.0
torch._C._nn.upsample_bicubic2d.models,38225.0,37580.0,37886.0,36843.0,655.0,2037.0,122.0,10374.0
torch._C._nn.upsample_bilinear2d.models,38230.0,37623.0,37886.0,0.0,1350.0,1069.0,206.0,23154.0
torch._C._nn.upsample_linear1d.models,38207.0,37586.0,37835.0,36847.0,626.0,2750.0,69.0,10438.0
torch._C._nn.upsample_nearest1d.models,38243.0,37567.0,37863.0,36864.0,867.0,77.0,97.0,10295.0
torch._C._nn.upsample_nearest2d.models,38204.0,37628.0,37890.0,0.0,1208.0,2380.0,236.0,20811.0
torch._C._nn.upsample_nearest3d.models,38269.0,37708.0,37907.0,36859.0,485.0,1939.0,68.0,10761.0
torch._C._special.special_hermite_polynomial_he.models,0.0,37935.0,37938.0,36870.0,0.0,5.0,61.0,10767.0
torch.bitwise_or.models,38152.0,32061.0,38036.0,36861.0,122.0,3.0,70.0,10929.0
torch.bitwise_right_shift.models,38195.0,38038.0,38024.0,36840.0,1589.0,2141.0,326.0,34149.0
torch.bitwise_xor.models,38168.0,38125.0,38061.0,36831.0,2307.0,3460.0,253.0,38034.0
torch.bmm.models,38053.0,37951.0,37995.0,36864.0,1041.0,562.0,87.0,15722.0
torch.broadcast_to.models,38245.0,37741.0,36956.0,36852.0,237.0,79.0,115.0,9254.0
torch.bucketize.models,38242.0,38018.0,38040.0,36860.0,1489.0,712.0,183.0,32772.0
torch.ceil.models,38086.0,37928.0,36963.0,36873.0,2399.0,1121.0,203.0,20319.0
torch.cholesky.models,37911.0,,37698.0,36843.0,1041.0,,320.0,19199.0
torch.cholesky_inverse.models,38009.0,,36947.0,36858.0,701.0,,136.0,15923.0
torch.chunk.models,38254.0,37788.0,36941.0,36865.0,1246.0,1015.0,38.0,10921.0
torch.clamp.models,38402.0,,38133.0,36860.0,2987.0,,194.0,40909.0
torch.clamp_.models,38220.0,,38062.0,36844.0,1430.0,,186.0,18108.0
torch.clamp_max.models,38216.0,38097.0,38122.0,36849.0,2279.0,1293.0,283.0,40393.0
torch.clamp_max_.models,38196.0,38034.0,38022.0,36840.0,2880.0,3586.0,161.0,18068.0
torch.clamp_min.models,38238.0,38179.0,38114.0,36843.0,2982.0,2476.0,407.0,39150.0
torch.clamp_min_.models,38206.0,37618.0,37997.0,36859.0,1643.0,2845.0,103.0,16364.0
torch.combinations.models,38420.0,37891.0,36939.0,36859.0,803.0,123.0,54.0,11518.0
torch.complex.models,37926.0,37760.0,38056.0,36848.0,203.0,1472.0,126.0,12047.0
torch.conj.models,38027.0,36747.0,37727.0,36859.0,601.0,947.0,4109.0,7861.0
torch.conj_physical.models,38113.0,37879.0,37650.0,36857.0,1475.0,1076.0,12353.0,20621.0
torch.constant_pad_nd.models,38214.0,37643.0,37907.0,36849.0,695.0,462.0,58.0,8327.0
torch.frac.models,38059.0,37791.0,36982.0,36861.0,647.0,41.0,138.0,9432.0
torch.frexp.models,38066.0,37537.0,37657.0,36859.0,845.0,1632.0,52.0,9670.0
torch.gcd.models,38068.0,37993.0,37990.0,36848.0,362.0,18.0,49.0,5168.0
torch.ge.models,38175.0,38172.0,37479.0,36858.0,3313.0,2519.0,261.0,38266.0
torch.geqrf.models,38012.0,0.0,36958.0,36845.0,263.0,0.0,223.0,6469.0
torch.gradient.models,38223.0,37791.0,37870.0,36840.0,385.0,1823.0,139.0,22084.0
torch.gt.models,38259.0,38150.0,37539.0,37367.0,2415.0,3625.0,18971.0,35469.0
torch.hardshrink.models,38120.0,37832.0,37037.0,36841.0,1914.0,65.0,186.0,17230.0
torch.heaviside.models,38147.0,38017.0,38058.0,36860.0,1338.0,641.0,97.0,14241.0
torch.hinge_embedding_loss.models,38281.0,,38101.0,36839.0,677.0,,43.0,10238.0
torch.histc.models,38292.0,37575.0,37833.0,36864.0,2480.0,5700.0,243.0,20991.0
torch.histogram.models,38453.0,,37930.0,36835.0,965.0,,140.0,23024.0
torch.histogramdd.models,37890.0,,38300.0,36846.0,4.0,,60.0,5405.0
torch.hsplit.models,38324.0,37829.0,36949.0,36860.0,2307.0,2819.0,101.0,20467.0
torch.hypot.models,38238.0,38035.0,38010.0,36864.0,975.0,601.0,100.0,15452.0
torch.i0.models,38067.0,37830.0,37622.0,36862.0,1460.0,1081.0,132.0,20497.0
torch.igamma.models,38254.0,38052.0,38040.0,36858.0,860.0,576.0,112.0,15835.0
torch.igammac.models,38187.0,38038.0,38027.0,36859.0,747.0,314.0,74.0,19690.0
torch.isfinite.models,38045.0,37544.0,37703.0,36848.0,1481.0,1991.0,7559.0,11492.0
torch.isin.models,38586.0,38512.0,38307.0,36861.0,1691.0,633.0,306.0,53784.0
torch.isinf.models,38024.0,37515.0,37637.0,36854.0,649.0,1217.0,1413.0,11152.0
torch.isnan.models,38058.0,36879.0,36971.0,36864.0,533.0,1152.0,564.0,9965.0
torch.isneginf.models,38070.0,37888.0,37636.0,36860.0,1547.0,1289.0,5397.0,18786.0
torch.isposinf.models,37963.0,37903.0,37638.0,36863.0,2046.0,1710.0,2260.0,19503.0
torch.isreal.models,38078.0,37545.0,37706.0,36861.0,833.0,1417.0,5611.0,8759.0
torch.kron.models,32040.0,37601.0,37956.0,36827.0,2.0,6.0,127.0,21021.0
torch.nanquantile.models,38516.0,38005.0,38071.0,36853.0,1875.0,18.0,309.0,29979.0
torch.nansum.models,38180.0,37966.0,37860.0,36864.0,1366.0,981.0,235.0,16725.0
torch.narrow.models,38180.0,37772.0,37811.0,36841.0,685.0,781.0,185.0,12124.0
torch.narrow_copy.models,38149.0,37942.0,36952.0,36845.0,1431.0,673.0,184.0,20148.0
torch.native_layer_norm.models,38026.0,,37807.0,36857.0,445.0,,74.0,9850.0
torch.ne.models,38166.0,38144.0,37565.0,36842.0,1328.0,3472.0,243.0,27265.0
torch.neg.models,38101.0,37967.0,36983.0,36958.0,1950.0,2380.0,122.0,17463.0
torch.nextafter.models,38121.0,38054.0,38034.0,36849.0,1360.0,469.0,154.0,19384.0
torch.nn.functional.adaptive_avg_pool2d.models,38227.0,37690.0,37936.0,36859.0,633.0,39.0,291.0,9480.0
torch.nn.functional.adaptive_avg_pool3d.models,38181.0,37654.0,37909.0,36849.0,872.0,1138.0,75.0,8420.0
torch.nn.functional.adaptive_max_pool1d_with_indices.models,38254.0,37641.0,37852.0,0.0,759.0,920.0,51.0,9048.0
torch.nn.functional.adaptive_max_pool2d_with_indices.models,38201.0,0.0,37827.0,0.0,775.0,1234.0,89.0,9249.0
torch.nn.functional.adaptive_max_pool3d_with_indices.models,38199.0,37612.0,37741.0,0.0,874.0,453.0,26.0,9785.0
torch.nn.functional.elu.models,37999.0,37665.0,37045.0,36840.0,1171.0,1793.0,89.0,8224.0
torch.nn.functional.group_norm.models,38263.0,,38145.0,36860.0,376.0,,338.0,10568.0
torch.nn.functional.instance_norm.models,38377.0,,38519.0,36859.0,776.0,,135.0,9665.0
torch.nn.functional.kl_div.models,38214.0,38046.0,38006.0,36860.0,1213.0,123.0,63.0,9827.0
torch.nn.functional.l1_loss.models,38573.0,38405.0,37778.0,36867.0,808.0,474.0,36.0,9872.0
torch.nn.functional.layer_norm.models,38039.0,,38185.0,36864.0,692.0,,192.0,8966.0
torch.nn.functional.leaky_relu.models,38121.0,37640.0,37041.0,36849.0,872.0,242.0,64.0,9160.0
torch.nn.functional.local_response_norm.models,38655.0,38229.0,38130.0,36865.0,880.0,1438.0,64.0,10464.0
torch.nn.functional.log_softmax.models,38039.0,,37726.0,36859.0,889.0,,71.0,9522.0
torch.nn.functional.margin_ranking_loss.models,38270.0,37959.0,38049.0,36843.0,491.0,9.0,68.0,10034.0
torch.nn.functional.max_pool2d_with_indices.models,38179.0,,36939.0,36862.0,657.0,,56.0,8819.0
torch.nn.functional.mish.models,38022.0,37583.0,37635.0,36845.0,494.0,1851.0,180.0,10202.0
torch.nn.functional.mse_loss.models,38505.0,38371.0,38234.0,36860.0,901.0,371.0,48.0,8421.0
torch.nn.functional.normalize.models,38479.0,,38044.0,36850.0,574.0,,72.0,8331.0
torch.nn.functional.poisson_nll_loss.models,38255.0,38060.0,37987.0,36845.0,802.0,1190.0,27.0,7234.0
torch.nn.functional.relu.models,38072.0,37617.0,37681.0,36849.0,653.0,971.0,670.0,8514.0
torch.nn.functional.relu6.models,38102.0,37478.0,36977.0,36855.0,671.0,1004.0,80.0,8397.0
torch.nn.functional.rrelu.models,38455.0,37697.0,38014.0,36860.0,963.0,1347.0,44.0,8899.0
torch.nn.functional.selu.models,38069.0,37358.0,37641.0,36848.0,706.0,2119.0,56.0,9173.0
torch.nn.functional.silu.models,37949.0,37564.0,37636.0,36847.0,1095.0,1467.0,94.0,9083.0
torch.nn.functional.smooth_l1_loss.models,38517.0,38197.0,36951.0,36853.0,929.0,901.0,68.0,7437.0
torch.nn.functional.soft_margin_loss.models,38220.0,38001.0,38010.0,36846.0,467.0,68.0,83.0,10140.0
torch.nn.functional.softmax.models,38053.0,37633.0,37724.0,36849.0,1036.0,219.0,219.0,8635.0
torch.nn.functional.softmin.models,38136.0,,37716.0,36839.0,851.0,,73.0,9108.0
torch.sqrt.models,38069.0,38033.0,36967.0,36860.0,1310.0,509.0,245.0,17657.0
torch.square.models,38094.0,37919.0,37636.0,36837.0,2495.0,1407.0,80.0,23030.0
torch.squeeze.models,38126.0,37704.0,37780.0,36858.0,1707.0,3344.0,1792.0,21924.0
torch.std.models,38235.0,38202.0,37886.0,36842.0,619.0,3967.0,344.0,49219.0
torch.std_mean.models,38071.0,37705.0,37874.0,36843.0,1085.0,3942.0,158.0,27568.0
torch.sub.models,38276.0,38366.0,37837.0,37715.0,2309.0,1975.0,510.0,29505.0
torch.subtract.models,38254.0,38331.0,37602.0,36849.0,2286.0,1696.0,345.0,26095.0
torch.sum.models,38118.0,38022.0,37932.0,36852.0,628.0,2561.0,1299.0,22838.0
torch.svd.models,38222.0,37676.0,37824.0,36863.0,412.0,32.0,55.0,10865.0
torch.swapaxes.models,38207.0,37752.0,37833.0,36865.0,1233.0,1598.0,229.0,12966.0
torch.swapdims.models,38231.0,37749.0,37837.0,36853.0,724.0,1573.0,206.0,8153.0
torch.t.models,38210.0,37287.0,36999.0,36850.0,775.0,743.0,57.0,9461.0
torch.take.models,37829.0,0.0,36954.0,36854.0,5.0,0.0,176.0,24145.0
